PVWatts: Hourly PV Performance Data;;;;;;;;;;
Requested Location:;montpelleir, france;;;;;;;;;
Location:;MONTPELLIER, FRANCE;;;;;;;;;
Lat (deg N):;43.58;;;;;;;;;
Lng (deg E):;3.97;;;;;;;;;
Elev (m):;6;;;;;;;;;
DC System Size (kW):;8.505;;;;;;;;;
Module Type:;Premium;;;;;;;;;
Array Type:;Fixed (open rack);;;;;;;;;
Array Tilt (deg):;0;;;;;;;;;
Array Azimuth (deg):;180;;;;;;;;;
System Losses:;14.08;;;;;;;;;
Invert Efficiency:;96;;;;;;;;;
DC to AC Size Ratio:;1.2;;;;;;;;;
;;;;;;;;;;
Month;Day;Hour;Beam Irradiance (W/m^2);Diffuse Irradiance (W/m^2);Ambient Temperature (C);Wind Speed (m/s);Plane of Array Irradiance (W/m^2);Cell Temperature (C);DC Array Output (W);AC System Output (W)
1;18;8;0;13;-1;2;13;-2.895;104.272;58.982
1;18;9;232;60;2.8;1;102.76;3.631;703.307;646.185
1;18;10;410;102;7;2;227.405;11.619;1601.381;1523.584
1;18;11;530;119;11;1;325.968;20.408;2290.97;2194.904
1;18;12;616;111;13.4;2.1;377.234;22.71;2652.688;2546.207
1;18;13;607;111;13;3;370.823;21.265;2618.202;2512.739
1;18;14;530;109;13;6.1;309.519;17.68;2183.02;2089.95
1;18;15;381;94;12.4;4.1;203.17;15.954;1397.761;1324.96
1;18;16;97;62;12;2;77.449;12.84;547.48;493.587
1;18;17;0;7;11;6.1;7;9.983;53.841;9.475
1;18;18;0;0;10.1;5.1;0;10.1;0;0
1;18;19;0;0;9;5.1;0;9;0;0
1;18;20;0;0;9;5.1;0;9;0;0
1;18;21;0;0;8.1;7.2;0;8.1;0;0
1;18;22;0;0;8;6.1;0;8;0;0
1;18;23;0;0;6.5;4.6;0;6.5;0;0
1;19;0;0;0;5.1;3.1;0;5.1;0;0
1;19;1;0;0;3.8;3.1;0;3.8;0;0
1;19;2;0;0;2.5;3.1;0;2.5;0;0
1;19;3;0;0;1.2;3.1;0;1.2;0;0
1;19;4;0;0;2;3;0;2;0;0
1;19;5;0;0;3.4;2.5;0;3.4;0;0
1;19;6;0;0;4.9;2.1;0;4.9;0;0
1;19;7;0;0;6;5.1;0;6;0;0
1;19;8;0;12;7.1;5.6;12;5.985;93.526;48.433
1;19;9;0;57;8.2;6.2;57;7.954;441.378;389.623
1;19;10;41;130;9;7.2;142.642;10.19;1082.604;1017.181
1;19;11;108;185;10;10.8;227.478;12.009;1711.057;1630.493
1;19;12;113;235;10;13.9;284.19;12.305;2145.343;2053.307
1;19;13;181;203;10;14.9;281.083;12.185;2107.619;2016.613
1;19;14;159;174;10;13.8;234.715;11.829;1752.962;1671.327
1;19;15;81;133;8.8;13.9;156.501;9.789;1175.745;1108.187
1;19;16;53;66;7.9;11;74.631;8.04;554.111;500.083
1;19;17;0;7;7;8.2;7;6.123;54.532;10.153
1;19;18;0;0;6.3;12.9;0;6.3;0;0
1;19;19;0;0;6;10.8;0;6;0;0
1;19;20;0;0;6;8.7;0;6;0;0
1;19;21;0;0;5.6;9.8;0;5.6;0;0
1;19;22;0;0;6;8.7;0;6;0;0
1;19;23;0;0;6;9.7;0;6;0;0
1;20;0;0;0;5.2;8.2;0;5.2;0;0
1;20;1;0;0;5;8.2;0;5;0;0
1;20;2;0;0;4.7;7.2;0;4.7;0;0
1;20;3;0;0;4.4;6.2;0;4.4;0;0
1;20;4;0;0;4;5.1;0;4;0;0
1;20;5;0;0;2;4.1;0;2;0;0
1;20;6;0;0;4;6.2;0;4;0;0
1;20;7;0;0;3;5.1;0;3;0;0
1;20;8;0;14;4;4.1;14;2.655;110.306;64.904
1;20;9;130;83;4.3;2.1;107.526;5.194;782.598;723.793
1;20;10;366;122;5.6;4.6;235.8;9.143;1696.249;1616.062
1;20;11;513;134;7;7.2;337.267;11.44;2455.343;2354.615
1;20;12;644;108;7.8;9.8;390.402;12.179;2847.896;2735.557
1;20;13;649;103;8;11.8;385.207;11.818;2808.482;2697.339
1;20;14;431;157;8;8.7;323.13;11.846;2359.593;2261.594
1;20;15;361;108;8;8.2;214.064;10.363;1517.766;1442.042
1;20;16;87;70;7;7.2;84.484;7.419;616.523;561.213
1;20;17;0;8;5;6.1;8;3.963;62.764;18.236
1;20;18;0;0;4.5;6.2;0;4.5;0;0
1;20;19;0;0;4;5.1;0;4;0;0
1;20;20;0;0;2;5.1;0;2;0;0
1;20;21;0;0;2.9;5.1;0;2.9;0;0
1;20;22;0;0;2;7.2;0;2;0;0
1;20;23;0;0;2;6.1;0;2;0;0
1;21;0;0;0;2.8;5.1;0;2.8;0;0
1;21;1;0;0;2.6;5.1;0;2.6;0;0
1;21;2;0;0;2.3;5.1;0;2.3;0;0
1;21;3;0;0;2.1;5.1;0;2.1;0;0
1;21;4;0;0;0;3;0;0;0;0
1;21;5;0;0;-2;2;0;-2;0;0
1;21;6;0;0;-1.8;1;0;-1.8;0;0
1;21;7;0;0;-2;2;0;-2;0;0
1;21;8;0;15;-1;3;15;-2.575;120.192;74.607
1;21;9;131;84;2;3.1;109.023;2.841;800.098;740.917
1;21;10;364;124;4.3;4.1;238.158;8.134;1721.87;1641.031
1;21;11;512;135;6.6;5.2;339.416;12.102;2468.047;2366.953
1;21;12;649;105;8.9;6.2;391.737;14.878;2833.08;2721.192
1;21;13;638;107;10;5.1;386.672;16.756;2777.324;2667.123
1;21;14;423;160;11;3;324.6;18.19;2323.992;2226.998
1;21;15;359;110;10.6;3.1;216.817;14.957;1517.409;1441.694
1;21;16;88;72;9;3;86.975;9.918;630.218;574.624
1;21;17;0;8;7;1;8;5.06;62.54;18.015
1;21;18;0;0;7;3.1;0;7;0;0
1;21;19;0;0;5;4.1;0;5;0;0
1;21;20;0;0;4;5.1;0;4;0;0
1;21;21;0;0;3.3;4.1;0;3.3;0;0
1;21;22;0;0;2;3;0;2;0;0
1;21;23;0;0;1;5.1;0;1;0;0
1;22;0;0;0;2.6;5.1;0;2.6;0;0
1;22;1;0;0;1;4.1;0;1;0;0
1;22;2;0;0;1.4;4.1;0;1.4;0;0
1;22;3;0;0;1.8;4.1;0;1.8;0;0
1;22;4;0;0;1;4.1;0;1;0;0
1;22;5;0;0;-1;2;0;-1;0;0
1;22;6;0;0;1.2;3.1;0;1.2;0;0
1;22;7;0;0;2;4.1;0;2;0;0
1;22;8;0;15;3;4.1;15;1.672;118.562;73.008
1;22;9;133;85;4.6;3.1;110.731;5.5;805.799;746.496
1;22;10;364;125;7;4.1;240.178;10.899;1722.677;1641.817
1;22;11;512;137;8;4.1;343.013;14.436;2477.516;2376.15
1;22;12;651;106;8.9;3.1;395.83;17.608;2839.108;2727.036
1;22;13;645;106;9.9;3;391.068;18.722;2792.154;2681.505
1;22;14;427;161;11;3;328.757;18.302;2354.717;2256.856
1;22;15;362;112;11.1;3.1;221.085;15.572;1546.828;1470.387
1;22;16;92;74;10;2;90.001;11.233;648.946;592.963
1;22;17;0;9;8;3;9;6.61;70.001;25.34
1;22;18;0;0;5.8;2.1;0;5.8;0;0
1;22;19;0;0;4;2;0;4;0;0
1;22;20;0;0;3;2;0;3;0;0
1;22;21;0;0;1;2.1;0;1;0;0
1;22;22;0;0;0.4;1.7;0;0.4;0;0
1;22;23;0;0;-0.2;1.4;0;-0.2;0;0
1;23;0;0;0;-0.8;1;0;-0.8;0;0
1;23;1;0;0;-1.5;1;0;-1.5;0;0
1;23;2;0;0;-2.3;1;0;-2.3;0;0
1;23;3;0;0;-3;1;0;-3;0;0
1;23;4;0;0;-3;2;0;-3;0;0
1;23;5;0;0;-4;2;0;-4;0;0
1;23;6;0;0;-4;1;0;-4;0;0
1;23;7;0;0;-4;1;0;-4;0;0
1;23;8;0;16;-4;1;16;-6.302;129.729;83.968
1;23;9;135;86;-1;2.1;112.465;0.009;833.349;773.452
1;23;10;364;126;3;3;242.237;7.457;1759.521;1677.717
1;23;11;468;155;6;3;344.815;13.324;2512.442;2410.067
1;23;12;637;113;8;2.1;398.817;18.009;2862.209;2749.435
1;23;13;641;108;8;2;393.666;18.213;2819.266;2707.797
1;23;14;424;164;10;2;332.198;18.507;2381.03;2282.423
1;23;15;415;97;9.8;2.1;223.658;15.045;1552.761;1476.174
1;23;16;94;76;9;2;92.706;10.309;670.945;614.503
1;23;17;0;10;6;2;10;4.441;78.333;33.52
1;23;18;0;0;3.1;2.1;0;3.1;0;0
1;23;19;0;0;2;2;0;2;0;0
1;23;20;0;0;1;1;0;1;0;0
1;23;21;0;0;-0.6;2.1;0;-0.6;0;0
1;23;22;0;0;-1.1;1.7;0;-1.1;0;0
1;23;23;0;0;-1.6;1.4;0;-1.6;0;0
1;24;0;0;0;-2.1;1;0;-2.1;0;0
1;24;1;0;0;-2.7;0.7;0;-2.7;0;0
1;24;2;0;0;-3.3;0.3;0;-3.3;0;0
1;24;3;0;0;-3.9;0;0;-3.9;0;0
1;24;4;0;0;-4;1;0;-4;0;0
1;24;5;0;0;-4;1;0;-4;0;0
1;24;6;0;0;-4.3;2.1;0;-4.3;0;0
1;24;7;0;0;-5;2;0;-5;0;0
1;24;8;0;16;-4;2;16;-5.821;129.532;83.775
1;24;9;137;88;-1.4;2.1;115.223;-0.314;855.461;795.085
1;24;10;365;128;4;2;245.655;9.178;1776.714;1694.468
1;24;11;466;157;7;1;347.55;17.252;2501.67;2399.606
1;24;12;643;110;9.4;3.1;400.807;18.234;2875.668;2762.482
1;24;13;632;112;10;4.1;396.037;17.943;2843.402;2731.2
1;24;14;552;114;10.1;4.1;335.12;16.704;2388.838;2290.01
1;24;15;412;99;10.3;4.1;226.358;14.397;1579.266;1502.021
1;24;16;132;71;9;3;94.968;10.142;672.147;615.68
1;24;17;0;10;7;2;10;5.465;78.071;33.263
1;24;18;0;0;4.5;2.1;0;4.5;0;0
1;24;19;0;0;2;2;0;2;0;0
1;24;20;0;0;2;1;0;2;0;0
1;24;21;0;0;-0.1;1;0;-0.1;0;0
1;24;22;0;0;-1;1;0;-1;0;0
1;24;23;0;0;-1.5;1;0;-1.5;0;0
1;25;0;0;0;-2;1;0;-2;0;0
1;25;1;0;0;-2.3;0.7;0;-2.3;0;0
1;25;2;0;0;-2.7;0.3;0;-2.7;0;0
1;25;3;0;0;-3;0;0;-3;0;0
1;25;4;0;0;-4;2;0;-4;0;0
1;25;5;0;0;-4;0;0;-4;0;0
1;25;6;0;0;-4;0;0;-4;0;0
1;25;7;0;0;-4;0;0;-4;0;0
1;25;8;0;17;-3;1;17;-5.251;137.381;91.477
1;25;9;137;89;-0.8;1;116.605;0.515;864.357;803.788
1;25;10;427;108;4;0;246.97;12.789;1747.044;1665.561
1;25;11;543;126;7;0;349.888;20.969;2471.549;2370.355
1;25;12;631;114;7.5;3.1;401.691;16.379;2904.777;2790.7
1;25;13;509;161;8;2;391.716;18.17;2834.249;2722.325
1;25;14;443;140;9;2;319.209;17.159;2293.172;2197.043
1;25;15;252;121;8.3;3.1;199.901;12.23;1443.156;1369.257
1;25;16;75;72;7.1;2.5;85.911;8.008;632.093;576.461
1;25;17;0;10;6;2;10;4.415;78.34;33.526
1;25;18;0;0;5;2.1;0;5;0;0
1;25;19;0;0;4;0;0;4;0;0
1;25;20;0;0;3;1;0;3;0;0
1;25;21;0;0;1.7;1;0;1.7;0;0
1;25;22;0;0;1;1;0;1;0;0
1;25;23;0;0;1;3;0;1;0;0
1;26;0;0;0;1;3.1;0;1;0;0
1;26;1;0;0;0;1;0;0;0;0
1;26;2;0;0;0;1;0;0;0;0
1;26;3;0;0;0.1;1;0;0.1;0;0
1;26;4;0;0;0;1;0;0;0;0
1;26;5;0;0;0;2;0;0;0;0
1;26;6;0;0;-0.6;4.1;0;-0.6;0;0
1;26;7;0;0;0;1;0;0;0;0
1;26;8;0;17;1;2;17;-0.744;135.421;89.554
1;26;9;180;80;3.9;1;116.789;5.254;834.12;774.206
1;26;10;375;114;4;2;237.252;8.95;1712.438;1631.839
1;26;11;366;156;12;2;308.191;19.302;2215.932;2121.954
1;26;12;202;210;13.3;3.1;302.854;19.679;2217.227;2123.213
1;26;13;96;205;14.1;3;248.891;19.24;1837.585;1753.764
1;26;14;11;152;15;3;156.494;17.766;1170.01;1102.584
1;26;15;0;58;14;2;58;14.161;439.914;388.188
1;26;16;0;62;14;2;62;13.917;470.639;418.299
1;26;17;0;10;12;2;10;10.435;76.8;32.015
1;26;18;0;0;10.2;2.1;0;10.2;0;0
1;26;19;0;0;8;3;0;8;0;0
1;26;20;0;0;8;3;0;8;0;0
1;26;21;0;0;8.4;2.1;0;8.4;0;0
1;26;22;0;0;7;3;0;7;0;0
1;26;23;0;0;7;2;0;7;0;0
1;27;0;0;0;6.7;4.1;0;6.7;0;0
1;27;1;0;0;5.9;2.7;0;5.9;0;0
1;27;2;0;0;5.1;1.4;0;5.1;0;0
1;27;3;0;0;4.3;0;0;4.3;0;0
1;27;4;0;0;3;0;0;3;0;0
1;27;5;0;0;4;2;0;4;0;0
1;27;6;0;0;3.2;0;0;3.2;0;0
1;27;7;0;0;3;2;0;3;0;0
1;27;8;0;18;3;2;18;1.311;142.44;96.443
1;27;9;161;88;6.2;1;121.388;7.741;871.453;810.729
1;27;10;410;113;9.6;1;249.115;15.997;1752.426;1670.805
1;27;11;348;164;13;1;309.958;21.989;2213.615;2119.701
1;27;12;89;182;13.2;2.1;223.252;18.358;1653.196;1574.098
1;27;13;4;183;13.6;2;184.845;17.497;1385.491;1312.986
1;27;14;0;125;14;2;125;16.12;941.828;879.559
1;27;15;0;59;12.4;2.1;59;12.443;450.091;398.162
1;27;16;0;26;11;1;26;9.605;200.233;153.152
1;27;17;0;3;11;2;3;9.084;23.144;0
1;27;18;0;0;11;4.1;0;11;0;0
1;27;19;0;0;14;1;0;14;0;0
1;27;20;0;0;15;7.2;0;15;0;0
1;27;21;0;0;13.9;7.2;0;13.9;0;0
1;27;22;0;0;14;6.1;0;14;0;0
1;27;23;0;0;15;10.8;0;15;0;0
1;28;0;0;0;14.2;6.2;0;14.2;0;0
1;28;1;0;0;13;4.1;0;13;0;0
1;28;2;0;0;12.5;5.1;0;12.5;0;0
1;28;3;0;0;12;6.2;0;12;0;0
1;28;4;0;0;12;7.2;0;12;0;0
1;28;5;0;0;13;8.2;0;13;0;0
1;28;6;0;0;11.2;3.1;0;11.2;0;0
1;28;7;0;0;8;3;0;8;0;0
1;28;8;0;18;11;3;18;9.64;138.606;92.68
1;28;9;159;90;13.4;3.1;123.465;14.711;868.282;807.627
1;28;10;431;111;15;8.2;255.558;17.857;1784.727;1702.275
1;28;11;547;129;16.1;8.5;360.441;20.511;2558.175;2454.47
1;28;12;637;117;17.3;8.7;414.743;22.506;2945.278;2829.955
1;28;13;636;116;17;10.8;411.903;21.493;2933.705;2818.738
1;28;14;556;119;18;10.8;350.731;21.754;2470.419;2369.257
1;28;15;423;104;16.8;11.8;241.625;19.023;1671.811;1592.243
1;28;16;145;79;16;9.7;107.631;16.712;748.072;690.003
1;28;17;0;13;15;8.2;13;14.301;98.555;53.37
1;28;18;0;0;13.8;6.2;0;13.8;0;0
1;28;19;0;0;14;8.2;0;14;0;0
1;28;20;0;0;13;6.1;0;13;0;0
1;28;21;0;0;13.1;5.1;0;13.1;0;0
1;28;22;0;0;12;6.1;0;12;0;0
1;28;23;0;0;11;5.1;0;11;0;0
1;29;0;0;0;12;7.2;0;12;0;0
1;29;1;0;0;11.3;7.2;0;11.3;0;0
1;29;2;0;0;10.7;7.2;0;10.7;0;0
1;29;3;0;0;10;7.2;0;10;0;0
1;29;4;0;0;10;8.2;0;10;0;0
1;29;5;0;0;10;8.7;0;10;0;0
1;29;6;0;0;10.2;7.2;0;10.2;0;0
1;29;7;0;0;10;7.2;0;10;0;0
1;29;8;0;19;11;6.1;19;10.11;146.078;100.013
1;29;9;163;91;12.8;8.2;125.829;13.649;888.014;826.928
1;29;10;429;113;14.4;8.5;258.392;17.227;1811.959;1728.803
1;29;11;550;125;16;8.7;359.787;20.335;2556.052;2452.41
1;29;12;519;166;17;10.8;410.659;21.445;2948.345;2832.927
1;29;13;530;162;17;10.8;410.777;21.477;2946.146;2830.796
1;29;14;476;153;17;8.7;353.389;21.38;2512.586;2410.206
1;29;15;427;106;17;8.7;246.714;19.833;1705.579;1625.154
1;29;16;154;81;15;9.7;112.036;15.764;780.234;721.479
1;29;17;0;15;14;7.2;15;13.271;114.112;68.64
1;29;18;0;0;13.4;4.1;0;13.4;0;0
1;29;19;0;0;14;3;0;14;0;0
1;29;20;0;0;13;8.2;0;13;0;0
1;29;21;0;0;12.9;5.1;0;12.9;0;0
1;29;22;0;0;12.7;5.5;0;12.7;0;0
1;29;23;0;0;12.6;5.8;0;12.6;0;0
1;30;0;0;0;12.4;6.2;0;12.4;0;0
1;30;1;0;0;12.2;5.8;0;12.2;0;0
1;30;2;0;0;12.1;5.5;0;12.1;0;0
1;30;3;0;0;11.9;5.1;0;11.9;0;0
1;30;4;0;0;12;11.8;0;12;0;0
1;30;5;0;0;12;9.7;0;12;0;0
1;30;6;0;0;11.4;4.1;0;11.4;0;0
1;30;7;0;0;12;5.1;0;12;0;0
1;30;8;0;17;13;4.1;17;11.841;129.949;84.183
1;30;9;0;70;13.2;5.1;70;13.227;532.603;479.012
1;30;10;87;150;15;8.2;179.799;16.704;1326.421;1255.328
1;30;11;233;191;15;10.8;291.364;17.855;2133.615;2041.901
1;30;12;380;187;16.4;10.8;367.678;20.27;2666.416;2559.529
1;30;13;344;203;16;10.8;365.915;19.89;2662.436;2555.667
1;30;14;315;180;16;10.8;313.951;19.253;2273.191;2177.621
1;30;15;274;128;15.3;11.8;219.454;17.233;1564.331;1487.456
1;30;16;102;87;15;10.8;107.976;15.637;772.105;713.524
1;30;17;0;15;13;8.7;15;12.336;114.471;68.992
1;30;18;0;0;12.8;8.7;0;12.8;0;0
1;30;19;0;0;12;8.7;0;12;0;0
1;30;20;0;0;12;11.8;0;12;0;0
1;30;21;0;0;11.8;13.9;0;11.8;0;0
1;30;22;0;0;10.9;12;0;10.9;0;0
1;30;23;0;0;10;10.1;0;10;0;0
1;31;0;0;0;9.1;8.2;0;9.1;0;0
1;31;1;0;0;8.8;6.5;0;8.8;0;0
1;31;2;0;0;8.4;4.8;0;8.4;0;0
1;31;3;0;0;8.1;3.1;0;8.1;0;0
1;31;4;0;0;8;3;0;8;0;0
1;31;5;0;0;7;2;0;7;0;0
1;31;6;0;0;7.2;5.1;0;7.2;0;0
1;31;7;0;0;7;5.1;0;7;0;0
1;31;8;0;19;8;4.1;19;6.821;147.677;101.582
1;31;9;176;77;9.4;5.1;115.786;10.281;816.249;756.721
1;31;10;320;144;10.7;7.4;254.787;13.688;1841.61;1757.684
1;31;11;458;171;12;9.7;370.09;16.123;2693.6;2585.905
1;31;12;661;115;12.3;8.2;432.022;17.92;3123.61;3002.714
1;31;13;661;113;14;7.2;428.862;20.155;3075.388;2956.013
1;31;14;582;118;13.6;7.2;368;18.785;2625.599;2519.917
1;31;15;449;106;13.2;7.2;257.783;16.574;1805.058;1722.081
1;31;16;160;85;12;6.1;118.567;13.182;835.005;775.072
1;31;17;0;16;11;2;16;9.791;123.144;77.504
1;31;18;0;0;10.9;3.1;0;10.9;0;0
1;31;19;0;0;10.6;4.1;0;10.6;0;0
1;31;20;0;0;10.3;3;0;10.3;0;0
1;31;21;0;0;9.9;4.1;0;9.9;0;0
1;31;22;0;0;9;3;0;9;0;0
1;31;23;0;0;7.6;7.2;0;7.6;0;0
2;1;0;0;0;5.9;1;0;5.9;0;0
2;1;1;0;0;4;1.4;0;4;0;0
2;1;2;0;0;2.5;1.7;0;2.5;0;0
2;1;3;0;0;1.3;2.1;0;1.3;0;0
2;1;4;0;0;0.5;2.1;0;0.5;0;0
2;1;5;0;0;-0.2;1;0;-0.2;0;0
2;1;6;0;0;-0.1;1;0;-0.1;0;0
2;1;7;0;0;0;2.1;0;0;0;0
2;1;8;88;25;0;1;31.539;-1.66;218.628;171.2
2;1;9;320;92;2.9;0;163.679;7.073;1137.041;1070.374
2;1;10;621;88;6;1;305.43;14.484;2134.68;2042.936
2;1;11;762;78;7;3.1;412.409;16.025;2953.239;2837.67
2;1;12;802;79;8.6;2.1;467.131;20.635;3334.199;3206.542
2;1;13;795;80;11;2.1;463.436;23.07;3279.187;3153.315
2;1;14;755;77;10;2.1;404.7;20.529;2849.167;2736.79
2;1;15;633;76;11.1;2.1;292.791;18.446;2003.409;1915.214
2;1;16;395;64;10;2.1;148.566;13.065;965.977;903.173
2;1;17;0;24;8;1;23.925;6.99;185.856;139.046
2;1;18;0;0;6;1;0;6;0;0
2;1;19;0;0;5;2.1;0;5;0;0
2;1;20;0;0;4;2.1;0;4;0;0
2;1;21;0;0;2.9;2.1;0;2.9;0;0
2;1;22;0;0;3;2.1;0;3;0;0
2;1;23;0;0;2;3.1;0;2;0;0
2;2;0;0;0;1.9;3.1;0;1.9;0;0
2;2;1;0;0;2.3;3.4;0;2.3;0;0
2;2;2;0;0;2.6;3.8;0;2.6;0;0
2;2;3;0;0;3;4.1;0;3;0;0
2;2;4;0;0;4;5.1;0;4;0;0
2;2;5;0;0;4;5.1;0;4;0;0
2;2;6;0;0;4.9;6.2;0;4.9;0;0
2;2;7;0;0;5;6.2;0;5;0;0
2;2;8;0;18;6;5.1;18;4.951;140.765;94.799
2;2;9;43;81;6;7.2;90.786;6.308;688.879;632.061
2;2;10;4;139;6;7.2;140.416;7.169;1088.959;1023.391
2;2;11;0;149;6;7.2;149;7.356;1156.055;1088.951
2;2;12;0;117;6.1;8.7;117;6.852;909.284;847.732
2;2;13;0;116;9;10.8;116;9.629;893.274;832.073
2;2;14;0;101;9;8.8;101;9.515;778.058;719.35
2;2;15;0;74;8.2;9.8;74;8.312;572.34;517.939
2;2;16;0;38;9;8.8;38;8.604;293.62;244.759
2;2;17;0;7;9;9.8;7;8.204;54.16;9.788
2;2;18;0;0;9.1;10.8;0;9.1;0;0
2;2;19;0;0;9;5.1;0;9;0;0
2;2;20;0;0;8;4.1;0;8;0;0
2;2;21;0;0;7.8;4.1;0;7.8;0;0
2;2;22;0;0;8;4.1;0;8;0;0
2;2;23;0;0;7;5.1;0;7;0;0
2;3;0;0;0;6.8;5.1;0;6.8;0;0
2;3;1;0;0;7;7.2;0;7;0;0
2;3;2;0;0;7;6.7;0;7;0;0
2;3;3;0;0;7.1;6.2;0;7.1;0;0
2;3;4;0;0;7;5.1;0;7;0;0
2;3;5;0;0;7;7.2;0;7;0;0
2;3;6;0;0;7.3;7.2;0;7.3;0;0
2;3;7;0;0;8;7.7;0;8;0;0
2;3;8;0;8;7;6.2;8;5.888;62.371;17.849
2;3;9;0;42;7.3;6.2;42;6.781;326.486;276.989
2;3;10;0;78;8;7.7;78;8.139;603.621;548.578
2;3;11;0;104;9;8.8;104;9.527;801.137;741.935
2;3;12;0;118;7.9;8.2;118;8.671;911.566;849.964
2;3;13;0;117;7.9;7.2;117;8.739;903.636;842.208
2;3;14;0;102;8;6.2;102;8.666;787.975;729.055
2;3;15;0;75;8.5;6.2;75;8.683;579.362;524.818
2;3;16;0;39;8.6;5.8;39;8.105;301.845;252.826
2;3;17;0;7;8.8;5.5;7;7.641;54.26;9.887
2;3;18;0;0;8.9;5.1;0;8.9;0;0
2;3;19;0;0;9;5.1;0;9;0;0
2;3;20;0;0;9;5.1;0;9;0;0
2;3;21;0;0;8.4;5.1;0;8.4;0;0
2;3;22;0;0;8;5.1;0;8;0;0
2;3;23;0;0;8;5.1;0;8;0;0
2;4;0;0;0;8.3;5.1;0;8.3;0;0
2;4;1;0;0;8;6.2;0;8;0;0
2;4;2;0;0;8.1;6.2;0;8.1;0;0
2;4;3;0;0;8.2;6.2;0;8.2;0;0
2;4;4;0;0;8.1;6.2;0;8.1;0;0
2;4;5;0;0;8;6.2;0;8;0;0
2;4;6;0;0;8.2;8.2;0;8.2;0;0
2;4;7;0;0;8;6.2;0;8;0;0
2;4;8;0;9;8;5.1;9;6.765;69.965;25.305
2;4;9;0;43;8.2;6.2;43;7.707;333.241;283.614
2;4;10;0;79;8;7.2;79;8.161;611.316;556.114
2;4;11;0;105;9;7.2;105;9.617;808.598;749.235
2;4;12;0;119;8.6;6.2;119;9.551;916.612;854.899
2;4;13;0;119;9;6.2;119;9.972;915.331;853.646
2;4;14;0;104;9;6.2;104;9.712;800.645;741.453
2;4;15;0;76;9.2;6.2;76;9.408;585.677;531.002
2;4;16;0;40;10;5.1;40;9.502;308.155;259.014
2;4;17;0;7;10;4.1;7;8.633;54.083;9.712
2;4;18;0;0;9.3;4.1;0;9.3;0;0
2;4;19;0;0;9;3.1;0;9;0;0
2;4;20;0;0;9;1;0;9;0;0
2;4;21;0;0;9;2.1;0;9;0;0
2;4;22;0;0;9;1;0;9;0;0
2;4;23;0;0;8;1;0;8;0;0
2;5;0;0;0;8.1;1;0;8.1;0;0
2;5;1;0;0;8;2.1;0;8;0;0
2;5;2;0;0;8.2;2.1;0;8.2;0;0
2;5;3;0;0;8.5;2.1;0;8.5;0;0
2;5;4;0;0;8;2.1;0;8;0;0
2;5;5;0;0;7;2.1;0;7;0;0
2;5;6;0;0;7.1;2.1;0;7.1;0;0
2;5;7;0;0;5;3.1;0;5;0;0
2;5;8;66;30;5;1;35.639;3.503;254.382;206.274
2;5;9;330;99;6.8;2.1;177.848;9.748;1235.863;1166.907
2;5;10;626;92;8;3.1;321.207;14.491;2262.768;2167.489
2;5;11;762;82;9;3.1;429.281;18.448;3065.93;2946.852
2;5;12;800;84;10.6;3.1;485.183;21.629;3466.903;3334.887
2;5;13;798;84;13;2.1;483.146;25.604;3403.955;3274.016
2;5;14;760;80;13;2.1;423.487;24.041;2962.805;2846.94
2;5;15;646;80;14;2.1;312.644;21.918;2133.693;2041.976
2;5;16;440;65;12;3.1;166.704;15.121;1083.208;1017.77
2;5;17;91;25;10;0;32.272;10.251;214.111;166.768
2;5;18;0;0;8.3;1;0;8.3;0;0
2;5;19;0;0;7;1;0;7;0;0
2;5;20;0;0;7;1;0;7;0;0
2;5;21;0;0;5.5;1;0;5.5;0;0
2;5;22;0;0;4;0;0;4;0;0
2;5;23;0;0;4;0;0;4;0;0
2;6;0;0;0;3.5;1;0;3.5;0;0
2;6;1;0;0;3;1;0;3;0;0
2;6;2;0;0;2.4;0.5;0;2.4;0;0
2;6;3;0;0;1.8;0;0;1.8;0;0
2;6;4;0;0;1;0;0;1;0;0
2;6;5;0;0;1;1;0;1;0;0
2;6;6;0;0;1;1;0;1;0;0
2;6;7;0;0;1;3.1;0;1;0;0
2;6;8;85;31;1;0;38.481;-1.12;273.049;224.584
2;6;9;217;130;3.2;1;182.708;6.933;1331.934;1260.711
2;6;10;641;90;7;2.1;327.398;14.552;2307.779;2211.241
2;6;11;772;81;9;1;436.239;22.407;3076.606;2957.192
2;6;12;812;82;10;1;492.885;25.643;3475.731;3343.423
2;6;13;803;84;11;3.1;489.339;22.282;3491.173;3358.351
2;6;14;756;82;12;3.1;427.144;21.795;3016.629;2899.093
2;6;15;620;86;12;2.1;312.067;19.928;2153.949;2061.678
2;6;16;438;67;10.5;2.6;170.138;13.927;1115.972;1049.788
2;6;17;91;26;9;3.1;33.564;8.463;224.961;177.413
2;6;18;0;0;7;0;0;7;0;0
2;6;19;0;0;6;1;0;6;0;0
2;6;20;0;0;6;3.1;0;6;0;0
2;6;21;0;0;4.2;3.1;0;4.2;0;0
2;6;22;0;0;3;2.1;0;3;0;0
2;6;23;0;0;3;1;0;3;0;0
2;7;0;0;0;2;2.1;0;2;0;0
2;7;1;0;0;1.7;1.7;0;1.7;0;0
2;7;2;0;0;1.3;1.4;0;1.3;0;0
2;7;3;0;0;1;1;0;1;0;0
2;7;4;0;0;1;2.1;0;1;0;0
